Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250277319001,250277319001,"Block Group 1, Census Tract 7319, Worcester County, Massachusetts",1041,347,453,191,153,119,0,12,100,112,0,12,243,271,92,108,0,12,92,108
1500000US250277319002,250277319002,"Block Group 2, Census Tract 7319, Worcester County, Massachusetts",1087,305,599,212,188,175,0,12,43,66,0,12,109,92,148,100,26,46,122,90
1500000US250277319003,250277319003,"Block Group 3, Census Tract 7319, Worcester County, Massachusetts",821,296,438,213,199,175,0,12,21,33,0,12,46,56,117,190,0,12,117,190
1500000US250277319004,250277319004,"Block Group 4, Census Tract 7319, Worcester County, Massachusetts",2062,434,1106,334,412,242,0,12,223,217,0,12,77,56,244,148,14,23,230,145
1500000US250277320011,250277320011,"Block Group 1, Census Tract 7320.01, Worcester County, Massachusetts",3880,305,1864,342,785,239,0,12,104,81,0,12,461,297,666,247,28,32,638,248
1500000US250277320021,250277320021,"Block Group 1, Census Tract 7320.02, Worcester County, Massachusetts",1243,381,746,322,244,183,0,12,89,132,0,12,108,116,56,75,0,12,56,75
1500000US250277320022,250277320022,"Block Group 2, Census Tract 7320.02, Worcester County, Massachusetts",2574,376,1944,329,149,140,0,12,340,163,0,12,51,72,90,99,0,12,90,99
1500000US250277320023,250277320023,"Block Group 3, Census Tract 7320.02, Worcester County, Massachusetts",551,211,508,189,6,14,0,12,0,12,0,12,19,24,18,39,0,12,18,39
1500000US250277322011,250277322011,"Block Group 1, Census Tract 7322.01, Worcester County, Massachusetts",600,155,522,149,23,24,8,18,47,62,0,12,0,12,0,12,0,12,0,12
1500000US250277322012,250277322012,"Block Group 2, Census Tract 7322.01, Worcester County, Massachusetts",2146,246,1401,221,309,195,18,21,410,178,0,12,0,12,8,13,0,12,8,13
1500000US250277322021,250277322021,"Block Group 1, Census Tract 7322.02, Worcester County, Massachusetts",1224,354,984,321,104,97,0,12,105,118,0,12,0,12,31,29,10,16,21,27
1500000US250277322022,250277322022,"Block Group 2, Census Tract 7322.02, Worcester County, Massachusetts",1063,234,893,232,10,18,0,12,71,112,0,12,79,86,10,18,0,12,10,18
1500000US250277322023,250277322023,"Block Group 3, Census Tract 7322.02, Worcester County, Massachusetts",984,314,729,274,54,79,26,43,157,186,0,12,17,35,1,6,0,12,1,6
1500000US250277322031,250277322031,"Block Group 1, Census Tract 7322.03, Worcester County, Massachusetts",1532,462,411,178,624,350,0,12,476,325,0,12,21,24,0,12,0,12,0,12
1500000US250277322032,250277322032,"Block Group 2, Census Tract 7322.03, Worcester County, Massachusetts",1055,295,901,306,82,108,0,12,60,74,0,12,0,12,12,31,12,31,0,12
1500000US250277322033,250277322033,"Block Group 3, Census Tract 7322.03, Worcester County, Massachusetts",1370,357,745,309,134,128,0,12,181,228,0,12,165,155,145,215,145,215,0,12
1500000US250277323011,250277323011,"Block Group 1, Census Tract 7323.01, Worcester County, Massachusetts",2610,319,1917,322,347,231,0,12,182,122,0,12,110,119,54,58,38,52,16,27
1500000US250277323012,250277323012,"Block Group 2, Census Tract 7323.01, Worcester County, Massachusetts",1222,346,648,158,318,323,16,27,56,67,0,12,143,112,41,43,0,12,41,43
1500000US250277323013,250277323013,"Block Group 3, Census Tract 7323.01, Worcester County, Massachusetts",690,153,642,147,0,12,0,12,20,24,0,12,28,49,0,12,0,12,0,12
1500000US250277323021,250277323021,"Block Group 1, Census Tract 7323.02, Worcester County, Massachusetts",2765,407,1697,360,695,308,6,9,216,277,0,12,51,59,100,99,0,12,100,99
1500000US250277323022,250277323022,"Block Group 2, Census Tract 7323.02, Worcester County, Massachusetts",1626,355,1155,302,119,90,0,12,314,243,0,12,0,12,38,43,0,12,38,43
1500000US250277324001,250277324001,"Block Group 1, Census Tract 7324, Worcester County, Massachusetts",1341,425,904,338,207,197,0,12,23,43,0,12,124,142,83,89,0,12,83,89
1500000US250277324002,250277324002,"Block Group 2, Census Tract 7324, Worcester County, Massachusetts",1834,643,756,476,275,164,198,225,122,140,0,12,456,451,27,42,27,42,0,12
1500000US250277324003,250277324003,"Block Group 3, Census Tract 7324, Worcester County, Massachusetts",1084,677,878,669,128,157,0,12,0,12,0,12,54,85,24,39,0,12,24,39
1500000US250277324004,250277324004,"Block Group 4, Census Tract 7324, Worcester County, Massachusetts",870,308,489,245,148,147,43,50,0,12,0,12,190,182,0,12,0,12,0,12
1500000US250277324005,250277324005,"Block Group 5, Census Tract 7324, Worcester County, Massachusetts",774,302,607,318,56,95,0,12,0,12,0,12,90,101,21,35,21,35,0,12
1500000US250277324006,250277324006,"Block Group 6, Census Tract 7324, Worcester County, Massachusetts",829,394,533,334,107,88,0,12,14,25,0,12,109,181,66,73,0,12,66,73
1500000US250277325001,250277325001,"Block Group 1, Census Tract 7325, Worcester County, Massachusetts",1058,291,511,225,76,107,0,12,179,135,0,12,219,187,73,55,0,12,73,55
1500000US250277325002,250277325002,"Block Group 2, Census Tract 7325, Worcester County, Massachusetts",895,186,643,196,62,68,0,12,18,42,0,12,172,112,0,12,0,12,0,12
1500000US250277326001,250277326001,"Block Group 1, Census Tract 7326, Worcester County, Massachusetts",1291,349,711,211,228,139,0,12,99,110,0,12,226,267,27,36,11,23,16,27
